id,status_group
31528,non functional
47886,functional
63584,functional
6815,functional
3883,functional needs repair
13508,functional
15107,functional
11926,functional
39898,functional
62164,functional
58490,functional needs repair
59081,functional
13915,functional
56800,non functional
47475,functional
5119,functional
4995,non functional
46445,functional
56241,non functional
43145,functional
36434,functional
58009,functional
34518,non functional
50811,functional
49290,non functional
57529,non functional
51731,functional
66437,functional
62362,functional
10624,functional needs repair
58091,non functional
10028,non functional
60670,functional
53709,functional
808,functional
42552,non functional
13033,non functional
32875,functional
4486,non functional
28122,functional
20978,functional
64698,functional
73560,functional
63037,functional
11973,non functional
10974,non functional
55611,functional
31184,non functional
60461,functional
46244,functional
53545,functional
58481,functional
59354,functional
67958,functional
47233,functional
54072,functional
7332,non functional
69986,functional
37025,non functional
11797,non functional
3678,non functional
66620,functional
66422,non functional
7519,non functional
54323,functional
46414,functional
18677,functional
51470,non functional
46135,functional
31171,functional
3552,functional
60706,non functional
49575,functional
36715,non functional
22961,functional
14081,functional
33894,functional
5940,functional
40058,functional
28557,functional
58038,functional
10791,functional
35520,functional
62300,non functional
64172,functional
59059,functional
37006,non functional
17774,functional
18865,functional
38700,functional
21115,non functional
64359,functional
46483,functional
50977,functional
41451,non functional
52183,non functional
48292,non functional
3045,functional
36485,non functional
36466,functional
44850,functional
50688,non functional
27048,functional
49356,non functional
38628,non functional
47175,non functional
70263,non functional
46020,non functional
64711,non functional
4138,functional
14013,non functional
71317,non functional
65511,non functional
64957,functional
19479,functional needs repair
37877,non functional
59149,functional
925,functional
50669,non functional
40283,functional
72424,functional
62732,functional
40662,functional
61498,functional
50771,functional
67034,non functional
57465,functional
1611,functional
4952,functional
17086,non functional
31673,functional
68200,non functional
26486,non functional
24807,functional
30185,functional
19205,functional
44749,functional
11739,functional
33061,non functional
8208,functional needs repair
6592,non functional
23496,functional
19546,functional
4912,functional
8942,functional
67504,non functional
37526,functional
25456,non functional
72456,functional
52012,functional
31271,non functional
47264,functional
785,non functional
67121,functional
42220,non functional
49908,non functional
47444,non functional
24420,functional
41546,functional
36642,non functional
33342,non functional
25899,functional
58055,non functional
43590,functional
33363,non functional
21193,non functional
60238,non functional
7392,non functional
34956,non functional
29513,functional
19634,functional
7594,non functional
72026,functional
18410,functional
49578,non functional
51639,functional
42197,functional
35426,functional
33224,functional
5074,functional
7944,functional
39116,non functional
6043,functional
13200,functional
4431,functional
60601,non functional
44021,functional
23719,functional
57428,non functional
8879,functional
15103,functional
57356,non functional
64575,functional
39089,functional
39406,functional
38454,functional
57192,non functional
58785,functional
9798,non functional
70013,functional
34319,functional
43511,non functional
20115,functional
31004,functional
49070,functional
31539,non functional
68779,functional
61125,functional
54859,non functional
27545,functional
47876,functional
5580,non functional
31743,functional
13343,non functional
8092,functional
44801,non functional
49557,functional
37339,functional
48947,functional
21547,non functional
30712,non functional
17426,functional
42831,functional
73915,non functional
5249,non functional
35761,non functional
65277,functional
32962,functional
12568,functional
18458,functional
15389,non functional
30859,non functional
46680,functional
24029,functional
39185,functional
71356,functional
19223,non functional
36066,non functional
5534,non functional
48278,functional
45203,functional
16453,non functional
36399,functional
548,functional
52408,functional
31436,non functional
32990,non functional
27860,functional
41607,non functional
